InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV101986,P274,Product 24,5,2024-06-04,58.66,10107.0,United Kingdom
INV101987,P452,Product 26,10,2024-01-12,26.55,10035.0,Netherlands
INV101988,P530,Product 18,2,2023-08-15,7.71,10136.0,Spain
INV101989,P651,Product 38,3,2024-04-16,31.93,10221.0,India
INV101990,P498,Product 41,1,2023-08-11,71.07,10195.0,Netherlands
INV101991,P553,Product 31,2,2023-09-07,94.01,10235.0,Germany
INV101992,P383,Product 2,7,2024-01-11,38.86,10059.0,France
INV101993,P696,Product 11,-9,2024-02-10,8.53,10030.0,France
INV101994,P317,Product 33,5,2023-11-30,20.72,10063.0,United Kingdom
INV101995,P739,Product 24,1,2023-12-10,32.6,10025.0,France
INV101996,P429,Product 29,9,2023-07-03,75.42,10087.0,Spain
INV101997,P791,Product 26,6,2024-05-28,31.03,10215.0,Germany
INV101998,P972,Product 50,5,2023-01-16,52.15,10041.0,Spain
INV101999,P127,Product 23,1,2023-02-24,83.86,10222.0,Spain
